name,phone,latitude2,longitude2,addd
MARBELL BAKERY II,(787) 869-3346,18.2843,-66.2608,CARR # 152 KM 17.7 BO CEDRO ABAJO Y ANONES
FARMACIA AMERICANA,(787) 728-4471,18.4512,-66.0579,1854 CALLE LOIZA SANTURCE
CAFETERIA R & R CORPORATION,(787) 675-0062,18.2707,-65.9152,CARR 185 KM 15.8 SECTOR LAS CUATROCIENTAS
SUPERMERCADO PUEBLO,(787) 834-5345,18.2095,-67.1449,CENTRO COMM. MAYAGUEZ TOWN CEN CALLE POST 252
SUPERMERCADO PUEBLO,(787) 765-2512,18.409,-66.0577,CONTRO COMM. MONTE MALL AVE MUÑOZ RIVERA Y CALLE COLL
SUPERMERCADO PUEBLO,(787) 834-5345,18.4563,-66.0841,COND. CARRIBBEAN TOWERS 670 AVE PONCE DE LEON
SUPERMERCADO PUEBLO,(787) 834-5345,17.9968,-66.638,CENTRO COMM. LA RAMBLA 3.2 PONCE A JUANA DIAZ
SUPERMERCADO PUEBLO,(787) 834-5345,18.3705,-66.0672,CENTRO COMM. EL SEÑORIAL C/ PARANÁ Y WINSTON CHURCHILL
SUPERMERCADO PUEBLO,(787) 834-5345,18.3699,-66.0165,TRUJILLO ALTO PLAZA CARR 181 Y 848 KM 3.5
SUPERMERCADO PUEBLO,(787) 834-5345,17.9946,-66.6087,PLAZA DEL CARIBE CARR2 PONCE BY PASS
SUPERMERCADO PUEBLO,(787) 834-5345,18.1569,-67.1448,MAYAGUEZ MALL CARR 2 INT CARR 343
SUPERMERCADO PUEBLO,(787) 834-5345,18.4244,-66.161,PLAZA RIO HONDO AVE COMERIO ESQ DE DIEGO
SUPERMERCADO PUEBLO,(787) 834-5345,18.4244,-66.0778,PLAZA LAS AMERICAS AVE ROOSELVET Y EXPRESO LAS AM
SUPERMERCADO PUEBLO,(787) 834-5345,18.4398,-66.0202,AVE LOS GOBERNADORES CARR 187 KM 03 ISLA VERDE
COLM Y PANADERIA EL PUNTO,(787) 830-6705,18.5012,-67.0211,CARR 112 KM 2.9  INTERIOR SECTOR ZAMOT
OCHO PIZZA'S BURGER,(787) 733-7967,18.1753,-65.8635,CARR 921 KM 0.2 BO. SABANA
ERCARMIL SUPER MARKET,(787) 867-2331,18.2242,-66.3729,CARRETERA 156 INT 569 CRUCE SABANA KM 3.1
TABACO Y ALGO MAS,(787) 265-5145,18.1991,-67.1427,CALLE PABLO CASALS 75 PLAZA MERCADO LOTE 70
GARAJE CUBA,(787) 877-5063,18.3929,-67.1076,328 CALLE BARBOSA SECTOR CUBA KM 5.1
COLMADO THILLET DINE & DELI,(787) 813-0382,18.011,-66.61,PLAZA MERCADO ISABEL 2 LOCAL 101
ESTACION EL CERRITO,(787) 839-4135,17.9947,-66.0085,CARR 3 KM 122.2 BO POLLO
SHELL CAMPO RICO,(787) 720-1244,18.4065,-66.0023,AVE CAMPO RICO 824  RIO PIEDRAS
BETTER OIL SERV STATION,(787) 883-0128,18.4134,-66.3172,CARR # 2 KM 29.4 KM 29.4
EL NUEVO COLMADO PEPE LUIS,(787) 751-5815,18.3982,-66.036,CALLE DE DIEGO 455 (FRENTE CONDOMINIO DE DIEGO)
PANADERIA Y REPOSTERIA OMAR,(787) 891-4640,18.4513,-67.1521,CARR 467  KM 0.1 BO BORIQUEN
LA TERRAZA MATIAS DE DON OMAR,(787) 868-2342,18.3363,-67.1585,CARR # 2 KM 137.8 BO NARANJO
NORAIDA LIQUOR STORE,(787) 430-8575,18.2261,-65.6794,CARR 3 KM 59.9 BO DAGUAO
SUPER-AHORROS MINIMARKET,(787) 834-0975,18.2295,-67.1696,CALLE SANTA FE 315 URB. QUINTO CENTENARIO
EL CANARIO,(787) 820-3154,18.4856,-66.8445,69 CALLE AMADOR ESQINA ESTRELLA
CIALES ESSO SERVICE,(787) 871-2098,18.3432,-66.4704,URB DOS RIOS CARR 6685 KM 11.9
TAVIN SERVICE STATION,(787) 857-1211,18.1892,-66.3153,CARR 152 KM 0.3 RAMAL AVE JOSE ZAYAS GREEN
PANAD Y REPOST ARENALES,(787) 830-0914,18.4605,-67.0334,CARR 112 KM 4.4 BO ARENALES BAJOS
PANADERIA LA GRAN PARADA,(787) 897-0150,18.2867,-66.8504,CARR 111 INT 129 KM 22.1 BO MILLAN
EARSY EXTRA,(787) 870-1619,18.3887,-66.2079,23 CALLE R. BARCELO ESQ JOSE DE DIEGO
PANADERIA MI PAN,(787) 784-8735,18.4272,-66.1878,CARR 866 KM 3.4 SABANA SECA
COLMADO PANADERIA Y CAF LA VEGA,(787) 805-2550,18.2431,-67.1192,BO LEGUISAMO CARR 108 KM 6.7
PANADERIA Y COLMADO YERNAR,(787) 891-2187,18.4046,-67.1635,BO ESPINAL CARR 442 KM 1.0
REY MINIMARKET II,(787) 263-4230,18.0915,-66.1815,BARRIO SUMIDO CARRETERA 715 KM 2.2
COLMADO PLACITA MENDEZ,(787) 895-4902,18.4734,-66.9026,CARR 485 KM 0.4 SECTOR ARIAS
CAFETERIA NIEVES,(787) 882-2622,18.4743,-67.0725,CARR 466 KM 2.1 BO GUERRERO
SUPERMERCADO MI CASA,(787) 867-0881,18.2266,-66.4878,CARR 157 INT 564 KM 7.5 BO CACAO
SEPULVEDA SERV. STA.,(787) 893-2189,18.0647,-65.8768,CARR. #3 KM 94.2 BO. LIMONES
AGOSTO CASH & CARRY,(787) 875-4830,18.2465,-66.1998,CARR 781 KM 1.3 BO LA PRIETA
NARANJALES SERVICE STATION,(787) 832-1623,18.2083,-67.0583,CARR 106 KM 11 BO. NARANJALES
COLMADO HATO ABAJO,(787) 816-0046,18.4514,-66.762,CARR 492 KM 4.7 BO HATO ABAJO  SECTOR IGLESIA
FARMACIA KIRIE,(787) 768-4366,18.3853,-65.9826,PO BOX 29775
EC BAKERY,(787) 823-2570,18.3226,-67.2421,CARR 115 KM 11.8 BO. PUEBLO
EL PORTAL,(787) 796-2888,18.4737,-66.2809,CALLE C BLQ B # 97 COSTA DE ORO
COLMADO LA GUACHERNA,(787) 344-9928,18.4003,-66.0428,CALLE ROBLE 281 ESQ CALLE 12 CAPETILLO
GA GULF GAS STATION,(787) 762-3721,18.3382,-65.9566,CARR 853 KM 5.0 BO CACAO SEC BARRAZAS
FARMACIA EL NORTE,(787) 262-4901,18.488,-66.8028,CARR. # 2 KM 85.5 MARGINAL BO. CARRIZALES
SABANERA ESSO SERVICE STATION,(787) 747-6969,18.1977,-66.1125,CARR 172 KM 7.6 BO CERTENEJAS
COLMADO Y BARRA EL ABANICO,(787) 829-4113,18.1758,-66.8172,CARR 135 KM 67.3  BARRIO GUAYO
PANADERIA PALOMAS,(787) 856-1415,18.0137,-66.8737,BO. PALOMAS CARR 127 CALLE 9 # 73
PANADERIA LA MARINA,(787) 869-4771,18.3004,-66.2417,CALLE GEORGETTI 37
VILLA CAPARRA ESSO SERVICENTRO INC,(787) 783-0446,18.4009,-66.1202,CARR # 2 KM 7.2 GUAYNABO
"GENESIS PHARMACY, INC",(787) 839-5015,18.0013,-66.0123,CARR 3 KM 123 SECTOR URBANO
JORGE SERVICE STATION,(787) 862-4906,18.3259,-66.4057,18 CALLE PRINCIPAL  PUEBLO CENTRO
LA LOMA SERV. STA.,(787) 730-8080,18.3462,-66.2314,CARR. 827 KM 5.5 BO. ORTIZ
SHELL DEGETAU,(787) 744-3850,18.2243,-66.0471,URB BONNEVILLE HEIGHTS 1 AVE DEGETAU
JULIANA SERVICE STATION,(787) 837-4664,18.0141,-66.6177,165 CALLE VICTORIA  ESQ MOLINA
WAL-MART,(787) 860-1020,17.9972,-66.6419,AVE BARAMAYA CARR PR 52 INT 2 SECTOR CANAS
SUPERRETTE VILLA PARAISO,(787) 843-9481,18.0211,-66.3954,URB VILLA PARAISO D19 CALLE 3
PANADERIA CIELO MAR,(787) 868-7190,18.3828,-67.1982,CARR 115 KM 22.3 BO GUAYABOS
CAFETERIA LA CUCHILLAS,(787) 867-1710,18.1657,-66.4056,CARR. 155 INT. 143 BO. BERMEJALES
PANADERIA LA MAYORCA 2,(787) 257-5153,18.3818,-65.9738,JARDINES DE CAROLINA CALLE C A 23
COLMADO LOS RIVERA,(787) 732-0410,18.2414,-66.0993,CARR 777 KM 2.1 BO CAGUITA
ALEMAN TEXACO SERVICE,(787) 760-8269,18.3263,-66.0038,BO LA GLORIA CARR 851 KM 2.3
SERVICENTRO MIRANDA,(787) 734-3281,18.2308,-65.9209,43 MUÑOZ RIVERA
COLMADO CARNICERIA EL MEDIANITO,(787) 859-4497,18.3569,-66.303,CARR 821 KM 1.5 BO ABRAS
"ABC PHARMACY , INC",(787) 763-8996,18.3862,-66.0822,201 AVE DE DIEGO SUITE 55 PLAZA SAN FRANCISCO
SAN ISIDRO BAKERY,(787) 873-2531,18.0786,-66.9546,EXT SAN ISIDRO CALLE MODESTO CORDERO 163
RALPH SERVICE STATION,(787) 820-1600,18.446,-66.8762,CARR 119 KM 5.2 BARRIO CIENAGAS
EL SOL NACIENTE,(787) 741-1313,18.13963,-65.480981,CARR 977 KM 14.6 BO DESTINO
SERV ESSO CARLOS GUILLOTY MORALES,(787) 892-1063,18.0357,-67.0326,AVE CASTRO PEREZ #122 # 122
EDWIN LIQUOR STORE,(787) 845-6864,17.9673,-66.4069,43 CALLE BALDORIOTY
PANADERIA Y REPOSTERIA LAS DELICIAS I,(787) 891-0325,18.4391,-67.0808,CARR # 110 KM 21.1 BARRIO ACEITUNAS
"SUPERMERCADOS MAXIMO, INC DBA SUPERMAX",(787) 723-1611,18.4521,-66.065,114 AVE DE DIEGO
WAL-MART PR INC,(787) 653-3802,18.3812,-65.8891,PR # 3 KM 17.8
COLMADO PIZZERIA GUARIONEX,(787) 342-1244,18.3289,-67.1898,CARR 411 KM 7.3 BO. ATALAYA
SUPERMERCADO ECONO PLAZA,(787) 743-2322,18.2174,-66.0423,VILLA DEL CARMEN SHOPPING CARR 1 KM 22 ESQ CALLE 22
PAN Y REP EL GRAN MAESTRO,(787) 870-1587,18.3402,-66.2748,CARR 165 KM 3.4 BO QUEBRADA CRUZ
CUPEY TEXACO,(787) 995-2200,18.3808,-66.0557,CARR 176 KM 1.4 CUPEY ALTO
PANADERIA Y COLMADO LAVADERO,(787) 849-1938,18.1298,-67.01,BO. LAVADERO # 1 CALLE VICTORIA # 40
RS MINI MARKET,(787) 791-2253,18.4411,-66.0215,CONDOMINIO TROPICANA LOCAL C-102 CALLE TARTAK 5890
COLMADO PUERTO RICO,(787) 867-5382,18.2482,-66.4211,CARR. 157 RAMAL 567 KM 1.0 BO.BARROS SECTOR LIMONES
FARMACIA SAN PEDRO,(787) 899-8719,17.9901,-67.0428,101 CENTRO COMM EL MUELLE AVE DE LOS PESCADORES LA PARGUERA
CAFETIN ORTEGA,(787) 870-3343,18.3459,-66.2698,CARR 824 KM 8.5 PARCEL INT 165 BO QUEBRADA CRUZ
PANADERIA MI SUEÑO,(787) 877-2907,18.3576,-67.1285,CARR  110 KM 7.3
SHELL COUNTRY STATES CORP.,(787) 787-4042,18.3786,-66.1722,CARR 167 KM 20.7 URB COUNTRY STATES
PAN Y REP COLMADO SAN JOSE,(787) 201-0010,18.4735,-66.9309,CARR 485   KM 0.7 BO SAN JOSE
MERCEDITA SERVICE STATION,(787) 848-0091,18.4633,-66.7319,CARR 1 KM 122.6 BO CALZADA
ARUS SERVICE STATION,(787) 837-4664,17.9985,-66.5269,CARR # 1 KM 117.6 # 7 BO ARUS
COLMADO MINI MARKET LA UNICA,(787) 896-4391,18.3067,-66.9832,CARR 119 KM 38.5 BO CULEBRINA
HFS STATION,(787) 675-1552,18.2328,-66.2147,CARR 156 KM 34.5 BO PALMARES ABAJO
SHELL PONCE BY PASS,(787) 842-3399,18.0136,-66.6148,CARR 2 KM 259.1 BO PAMPANOS
BAR GIÑI GUIÑI,(787) 860-3205,18.3258,-65.6533,CALLE DIEGO ZALDUONDO # 2 ESQ BARCELO
COLMADO MI SUEÑO,(787) 714-0990,18.2026,-66.1687,BO ARENAS KM 1 CARR 734
EL TRIANGULO BBQ,(787) 716-6181,18.1749,-65.9102,CARR 183 KM 17.0 BO MONTONES 1
TACO XPRESS JACKPOT CORP,(787) 713-0907,18.2353,-65.9003,CARR 31 KM 25.5 CEIBA NORTE
THE MAIL STORE,(787) 287-0410,18.3597,-66.1105,35 CALLE JUAN CARLOS DE BORBON SUITE 67 JASD REALES SHOPPING
LA BODEGUITA DE NALDY,(787) 225-7822,18.1845,-66.2938,CARR 156 KM 17.7 BO HONDURAS SECTOR EL PORTON
WALMART PUERTO RICO INC,(787) 653-7779,18.126,-66.4936,CALLE LUIS MUÑOZ RIVERA #7 B
COLMADO O'NEILL,(787) 889-5170,18.353,-65.6915,CARR 3 KM 41.2 (MARGINAL) ESQ BO JUAN MARTIN
COLMADO PLAZA VAZQUEZ,(787) 783-3126,18.3993,-66.0913,CALLE 13 SO #798 CAPARRA TERRACE
PANADERIA Y REPOSTERIA DEL MAR INC,(787) 755-2898,18.3386,-65.99,CARR 181 KM 9.4 BO DOS BOCAS
COLMADO VEGA,(787) 855-7124,18.4338,-66.4,ALTURAS DE VEGA BAJA CALLE RQ-38
CAFETIN LUISITO BAR,(787) 797-1159,18.313,-66.1682,CARR 829 KM 5.2 BO SANTA OLAYA
COLMADO GUADALUPE,(787) 792-0411,18.4215,-66.0804,NEMESIO R CANALES EDIF 27 Y 28
ECKO CASH & CARRY,(787) 585-9803,18.4578,-66.6108,CARR 682 KM 7.8 PRCL SAN LUIS
SUPERMERCADO ECONO INC,(787) 760-6924,18.3254,-65.8731,CARR 181 RAMAL 852 KM 2.7 BO QUEBRADA GRANDE
MALDONADO TEXACO STATION,(787) 385-3228,18.3255,-66.403,CARR 159 KM 0.1 BO MONTELLANO
SUPER PANADERIA Y COL. CUCHILLAS,(787) 818-3455,18.3964,-67.0893,CARR 444 KM 2.1 BO CUCHILLAS
COLMADO CAFETIN ERIC & MAGGIE,(787) 819-1450,18.4042,-67.0792,URB CRISTAL CALLE L BO CORRALE # 153 FRENTE COMPLEJO DEPORTI
PANADERIA BORIQUEN  INC,(787) 872-6636,18.4549,-67.0083,CARR 475 INT 494 BO. ARENALES BAJOS
LIRIOS CALA MINI MARKET,(787) 734-0134,18.2191,-65.9306,CARR 928KM 1.8 SECTOR POMALES
TEJAS SHELL,(787) 852-1375,18.1444,-65.8302,CARR 908 KM 0.4 KM 0.4 AVE TEJAS
PLAZA LOIZA V,(787) 726-8150,18.4108,-66.0439,AVE BARBOSA # 620 HATO REY
FARMACIA EL PARAISO,(787) 283-0073,18.389,-66.0318,CALLE CHAPULTEPEC P-10 PARK GARDENS
KARLA'S CASH & CARRY,(787) 260-5044,18.0317,-66.4906,SECTOR SANTA MARTA I-10 CALLE 1 BO AMUELAS
SUP VILLA SAN ANTON INC,(787) 769-4508,18.3845,-65.9839,AVE PRINCIPAL E 2 VILLA SAN ANTON
COL LA NUEVA OLA,(787) 846-6431,18.3028,-66.5497,CARR 684 KM 3.1 BO BOCA
SALIDA 35 INC,(787) 807-2321,18.4293,-66.3716,PR-160 KM 2 INT PR22 KM 35 Y- CALLE CASIMAR BO ALMIRANTE
ERIK BAKERY,(787) 834-7788,18.2501,-67.1758,CARR 341 KM 1.6 BO MANI BUZON 5662
FARMACIA ROMERO,(787) 875-2255,18.2181,-66.2258,75 CALLE GEORGETTI
COLMADO TU AMIGO,(787) 739-8804,18.1731,-66.1184,BO BAYAMON CARR 787 KM 3.6
TEXACO EXPRESO,(787) 897-5909,18.3199,-66.8707,BO PILETAS ARCE CARR 129 KM 24.5
TEXACO MEGA STATION,(787) 890-4525,18.5036,-67.1163,CARR 110 KM 9.4
COLMADO DON CHOLO,(787) 843-9408,18.2787,-66.8679,CALLE REINA 232 #232
COLMADO EL NUEVO ALEJANDRO,(787) 862-4864,18.3382,-66.4063,CARR 155 KM 0.2 RBO RAMAL 6634 NORTE SEC BUENA VISTA
COLMADO FERNANDEZ,(787) 743-2651,18.2301,-66.0335,CALLE DR RUFO 106 106
LECHONERA FIGUEROA,(787) 873-1080,18.0781,-66.9819,BO MINILLAS CARR 102 KM 38.5
"PAN, REP Y PIZZERIA ZULIMAR",(787) 479-6137,18.2181,-66.129,CARR 173 KM 6.1 BO SUMIDERO SECT SAT CLARA
STOP & GO,(787) 724-3106,18.4566,-66.0744,1102 AVE MAGDALENA CONDADO LOTE 2
RIOS GROCERY,(787) 878-0747,18.4691,-66.7466,CALLE 4 C 2 URB MARISOL
FARMACIA RUIZ BELVIS DE NAGUABO,(787) 874-3174,18.2159,-65.8239,CARR 31 KM 13.8 BO PEÑA POBRE
FRANK LIQUOR STORE,(787) 297-5496,18.438,-66.0587,AVE BORINQUEN # 1964
SUPERMAX- LAGUNA GARDENS,(787) 253-1307,18.4315,-66.0162,AVE BALDORIOTY DE CASTRO LAGUNA GARDENS
CASTAÑER BAKERY,(787) 829-4113,18.1807,-66.834,CARR 135 KM 64.0 CASTAÑER
SUPERMERCADO VARGAS,(787) 820-9062,18.4839,-66.8834,CARR 485 KM 3.0 SECT. BAJURAS
COLMADO CUCHILLAS I,(787) 818-6086,18.4026,-67.0833,CARR 4444 KM 2.7 BO CUCHILLA
EL BUFFALO SPORT BAR,(787) 903-6934,18.4954,-67.0273,7104 AVE AGUSTIN RAMOS CALERO
ANGEL BAKERY,(787) 735-8731,18.1234,-66.3029,CARR 723 KM 1.2 BO ASOMANTE
NUMAN SON CORP 3,(787) 752-4075,18.4178,-65.9677,AVE CAMPO RICO ESQ FIDALGO DIAZ
EL FLAMBOYAN BAR & REST,(787) 870-6800,18.363,-66.247,CARR 823 KM 4.8 BO RIO LAJAS
HUERTAS ROMAN ESSO SERVICE,(787) 894-1446,18.2692,-66.7043,CARR 111  KM 1 RIVAS DOMINICCI  NUM 82
LECHONERA LA PLAYITA,(787) 829-6789,18.1611,-66.7212,CARR 135  3 CALLE RODULFO GONZALEZ
"SUPERMERCADO EL BORICUA, INC",(787) 730-1305,18.3756,-66.1868,CALLE C DD-35 BAYAMON GARDENS
SUPERMERCADO SANTA ROSA,(787) 899-7040,18.0502,-67.0359,CARR 117 KM 2.3 BO SANTA ROSA
COLMADO EL IDEAL,(787) 747-7421,18.2109,-66.0739,CARR 784 KM 3.5 PAR 200 CALLE 3 BO CAÑABONCITO
QUEBRADAS BAKERY,(787) 835-2486,18.0337,-66.8016,BO QUEBRADAS CARR 127 KM 8.2
GARAJE CARIBE,(787) 882-4007,18.4555,-67.0825,CARR # 2 KM 118.1 BO. CEIBA BAJA
FARMACIA ZARINET,(787) 252-1642,18.3702,-67.1498,CARR 417 KM 4.1 BO MAMEY
COLMADO LA TIENDITA,(787) 317-8824,18.3992,-65.9722,VILLA FONTANA VIA 31 4 BN-18
FARMACIA DEL CENTRO,(787) 879-1641,18.4652,-66.7406,CALLE 16 V 1 URB VILLA LOS SANTOS
COLMADO GERENA,(787) 909-4071,18.0451,-65.9017,CARR 900 KM 2.4 BO CALABAZAS SECT PLAYITA
FARMACIA MONTE VERDE,(787) 780-7383,18.3147,-66.1454,CARR 174 KM 10.2 SEC MORENITA BO GUARAGUAO
COLMADO LA CURVITA,(787) 747-3898,18.1703,-66.0427,CARR 765 KM 3.6 BO BORINQUEN
CUCHO'S CAFE,(787) 807-5566,18.4833,-66.3997,CARR 686 KM 13.0 SECTOR LAS LISAS
COLMADO EL BATEY,(787) 821-4666,17.9656,-66.9351,55 CALLE LAS FLORES ENSENADA
COLMADO MI VIEJO Y YO,(787) 827-4715,18.2547,-67.0366,BO ANONES CARR 4406 KM 4.0
ALICEA SERVICE,(787) 893-4027,18.0638,-65.8654,CARR 901 KM 1.5 BO JUAN MARTIN
SUPERMERCADO ECONO HUMACAO,(787) 285-2740,18.1483,-65.8188,CARR # 3 KM 80.2 BOULEVARD PLAZA
ARECIBO SERV STATION & MINI MARKET,(787) 880-0338,18.4499,-66.7393,CARR 651 KM 1.5 BO HATO ARRIBA LUEGO DE TRES MONJITAS
MC LEARY MINI MARKET,(787) 236-5057,18.4526,-66.0555,1951 CALLE MCLEARY OCEAN PARK
BAYAMON GARDENS BAKERY,(787) 627-2856,18.3804,-66.1863,AVE CASTIGLIONI X 12 URB BAYAMON GARDENS
PICHY'S BAKERY,(787) 252-2600,18.3472,-67.1934,CARR 411 KM 4.7 BO JAGUEY
PIQUE FLOR TACOS LOS MEJORES,(787) 266-3721,18.0448,-65.8546,CARR 901 KM 2.7 BO CAMINO NUEVO
FARMACIA GUAYABAL # 2,(787) 260-3804,17.9943,-66.4889,CARR # 1 KM 113.6 PLAZA NELMAR BO CINTRONA SECTOR PASTILLO
EDWIN'S CAFE,(787) 846-2920,18.4544,-66.5387,GEORGETTI # 37
COLMADO Y BARRA CEDEÑO,(787) 836-4107,18.0528,-66.7154,BO TALLABOA ALTA SECT CARACOLES I CALLE 3 SOLAR 5
EL 14 SERVICE STATION,(787) 736-2174,18.10822,-65.99239,CARR 181 KM 14 BO ESPINO
SUPERMERCADO SELECTOS,(787) 824-8901,17.9726,-66.2914,CARR # 3 KM 158.4 PREDIO B 2 BO PUEBLO
AMERICAN GASOLINE MAYAGUEZ BALBOA,(787) 834-2621,18.2093,-67.109,CARRETERA 106 KM 1.3 BARRIO BALBOA
AMERICAN GASOLINE CANDELARIA,(787) 784-5858,18.4159,-66.2259,CARR 865 KM 3.2 BO CANDELARIA ARENAS
COLMADO VILLAS DE CASTRO,(787) 258-4949,18.2184,-66.0091,VILLAS DE CASTRO N-1 CALLE 9 CARR 183
COLMADO PLACITA REY,(787) 750-0220,18.4049,-66.0086,921 EIDER COUNTRY CLUB
J & J BAR AND GRILL,(787) 433-1060,18.0884,-67.1467,CALLE CARBONELL # 32 ESQ BARBOSA
CIMA DRUG PHARMACY,(787) 893-4455,18.085,-65.8768,CALLE SATURNINO RODRIGUEZ # 30
FARMACIA SAGRADO CORAZON,(787) 873-7676,18.076,-66.9605,EDIF DORA PAGANELLI # 2 AVE VICENTE QUILINCHINI
J.W. TABACCO,(787) 883-5757,18.4129,-66.3203,CARR 2 KM 29.7 LOCAL 139 CENTRO GRAN CARIBE
COLMADO PRINCIPAL,(787) 486-0543,18.4566,-66.419,BRISAS DE TORTUGUERO CALLE RIO CIBUCO # 692
"KASABE PCR, INC",(787) 737-6677,18.2538,-65.9764,CALLE ANDRES CRUZ RIVERA # 32
BODEGA BADILLO,(787) 877-1734,18.3807,-67.0848,CARR 125 KM 9.0 BO VOLADORA
CAFETERIA Y BARRA LA FAMILIA,(787) 837-1717,18.0527,-66.5072,CALLE COMERCIO # 68
FAMILY BAKERY,(787) 874-0374,18.2133,-65.7358,CALLE JUAN R GARZOT # 42
CAPAEZ GAS STATION,(787) 262-3644,18.4691,-66.8144,CARR 130 KM 2.5 BO CAPAEZ
SUPERMERCADO FLORIDA,(787) 822-0210,18.3629,-66.577,CARR # 140 KM 53.4 BO AGUACATE
COLMADO CAFETIN LA MINA,(787) 867-1940,18.222,-66.389,CARR 156 KM 0.8 SALIDA HACIA BARRANQUITAS
YOCAHU,(787) 828-2950,18.2255,-66.5931,CARR 141 KM 1.3 CALLE MUNICIPA PARCELA 75  BO SANTA BARBARA
FARMACIA EL BUEN PASTOR,(787) 896-6340,18.3524,-67.0299,CARR 111 KM 14.5
PABON Y FAMILIA KIOSKO 22,(787) 812-2099,18.0370245448962,-66.5853700241667,LA GUANCHA KIOSKO 22
LA RUMBA  CONVINENCE STORES,(787) 855-2849,18.448,-66.4178,CARR 687 KM 0.7 INTERIOR URB CIUDAD REAL
FARMACIA REY,(787) 790-9009,18.3696,-66.0671,AVE WINSTON CHURCHILL 124 BUZON 15 URB CROWN HILLS
JUNITO'S SERVICE STATION,(787) 738-2679,18.1396,-66.1161,CARR 1 KM 52.4 BO BEATRIZ
COLMADO EL COMETA,(787) 867-4651,18.1694,-66.4221,CARR 143 KM 44.1 BARRIO BERNEJALES
CR CASH & CARRY INC,(787) 739-0184,18.1597,-66.2069,CARR 173 KM 6.0 BO RABANAL
COLMADO BAR TORRES,(787) 867-2694,18.183,-66.3737,BO PALO HINCADO SECT LA TIZA CARR 569 KM 5.6
EL TENDERETE SPORT BAR,(787) 438-6579,18.4511,-66.4965,BO TIERRAS NUEVAS CARR 685 KM 3
SUPERMERCADO ECONO CABO ROJO,(787) 851-2460,18.091,-67.1559,CARR 100 KM 7.1 CENTRO COMERCIAL CABO ROJO PLAZA
LA RECTA MINI MARKET,(787) 271-2677,17.9871,-66.0532,CARR 753 KM 1.5 BO ACONES
CAMPITO MINI MARKET,(787) 768-0255,18.3211,-65.9413,CARR 853 KM 8.6 BO BARRAZAS
PANADERIA EL BORICUA,(787) 823-6723,18.3497,-67.2253,CARR 414 KM 3.5 BO RIO GRANDE
TO GO STORES- GUAYNABO # 29,(787) 789-8987,18.3316,-66.1005,CARR. 169 KM 9.2 BO. CAMARONES
FARMACIA GABRIELA,(787) 260-2400,18.0529,-66.5354,CARR 14 KM 11.1 BO COLLORES
FARMACIA GABRIELA,(787) 260-2400,18.0138,-66.3926,CARR 132 KM 22.1 BO CANAS
COLMADO BORINQUEN INC.,(787) 736-5022,18.3072,-66.4413,CARR 181 RAMAL 788 KM 2.5 BO QUEMADO
ECONO CAMPO RICO,(787) 768-8379,18.417,-65.9883,PR 26 INT. AVE CAMPO RICO SABANA ABAJO WORD
FREDDYS LIQUOR STORE,(787) 738-6666,18.1091,-66.1602,102 AVE INDUSTRIAL
VICTORY GASOLINE,(787) 299-9595,18.2238,-67.158,CARR 2 KM 151.5 BO ALGARROBO
PANADERIA LA NUEVA SENSACION,(787) 896-0803,18.3659,-67.0046,CARR 445 KM 2.6 BO SALTOS
FARMACIA SAMARITANA,(787) 736-7100,18.1204,-66.2597,URB EL PARQUE # 150 CALLE 4
COLMADO NOVOA,(787) 878-3106,18.4649,-66.7731,CARR 493 KM 2.2 BO CORCOVADO SECTOR ARENA
FARMACIA GABRIELA,(787) 857-0775,18.1879,-66.3166,CARR 156 KM 14.6 LA VEGA
CHELO GAS 2,(787) 819-0100,18.4577,-67.073,CARR # 2 KM 117.2 CEIBA BAJA
PANADERIA Y REPOSTERIA ERIK,(787) 838-3395,18.1822,-66.9813,2 AVE PEDRO ALBIZU CAMPOS
SUP ECONO RIAL ALTAMIRA,(787) 876-6929,18.4347,-66.1167,AVE JESUS T PIÑERO ESQ AVE MARTINEZ NADAL ALTAMIRA
FOOD & GAS SERVICE INC,(787) 723-1867,18.4484,-66.0754,AVE FERNANDEZ JUNCOS # 1256 PDA 18
PANADERIA JAIME L DREW,(787) 848-0759,18.033745,-66.615516,URB JAIME L DREW C2 CALLE 2
SHELL EL COMANDANTE,(787) 691-5253,18.403,-65.9943,URB EL COMANDANTE  CARMEN HRNDZ ESQ ANT. LUCIANO
MELENDEZ MINI MARKET,(787) 747-8150,18.2542,-66.0648,PARCELAS LAS CAROLINAS 151 CALLE CECILIANA
ACORN CLEANER,(787) 892-1149,18.0793,-67.0335,EDIF ANTONGEORGI LOCAL # 1 AVENIDA CASTO PEREZ
FARMACIA BELMONTE # 4,(787) 849-4704,18.1401,-67.1268,CALLE JULIO PEREZ IRIZARRY # 3
FIRST TRAK GAS SERVICE,(787) 380-1107,18.3502,-66.309,CARR 142 KM 7.5
SUPERMERCADO MERCADO,(787) 814-0803,18.2911,-66.7395,BO CAGUANAS SECT CAYUCO CARR 621 KM 2.1
SUP ECONO MORALES # 2 INC,(787) 798-8915,18.3568,-66.1526,AVE IRLANDA HEIGHTS DH-14 SANTA JUANITA
CONDADO  SERVICENTER INC,(787) 728-8520,18.4518,-66.0609,CALLE LOIZA ESQ TAFT SANTURCE
COLMADO SANTIAGO,(787) 847-3886,18.1505,-66.4503,CARR 151 KM 8.3 BO EL LIMON
